0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
-1.609382e-06 -4.713815e-07 2.572772e-05 1.692977e-02 1.811509e-03 8.614110e-02 
1.115279e-04 2.919956e-05 2.607978e-04 2.657958e-01 8.138641e-02 4.323449e-01 
6.744340e-04 2.309631e-04 9.914383e-04 9.466792e-01 3.662577e-01 1.080999e+00 
2.202809e-03 8.672518e-04 2.528183e-03 2.219829e+00 9.669171e-01 2.045216e+00 
5.350526e-03 2.298955e-03 5.185832e-03 4.200680e+00 1.969176e+00 3.320595e+00 
1.086316e-02 4.959249e-03 9.266043e-03 6.956890e+00 3.431471e+00 4.885185e+00 
1.952966e-02 9.325234e-03 1.504021e-02 1.050759e+01 5.382864e+00 6.701006e+00 
3.213446e-02 1.588818e-02 2.273370e-02 1.482523e+01 7.822743e+00 8.713702e+00 
4.941295e-02 2.512373e-02 3.251049e-02 1.984019e+01 1.072014e+01 1.085632e+01 
7.201282e-02 3.746204e-02 4.446090e-02 2.544820e+01 1.401602e+01 1.304635e+01 
1.004640e-01 5.325973e-02 5.858897e-02 3.151975e+01 1.762222e+01 1.519559e+01 
1.351588e-01 7.277250e-02 7.480601e-02 3.791060e+01 2.142556e+01 1.720700e+01 
1.763419e-01 9.613085e-02 9.292592e-02 4.447146e+01 2.528880e+01 1.898576e+01 
2.241093e-01 1.233185e-01 1.126690e-01 5.105513e+01 2.905672e+01 2.043998e+01 
2.784122e-01 1.541568e-01 1.336709e-01 5.751927e+01 3.256154e+01 2.149116e+01 
3.390613e-01 1.882960e-01 1.554995e-01 6.372394e+01 3.563030e+01 2.208626e+01 
4.057257e-01 2.252173e-01 1.776809e-01 6.952469e+01 3.809937e+01 2.219544e+01 
4.779234e-01 2.642474e-01 1.997282e-01 7.476249e+01 3.982716e+01 2.182092e+01 
5.550024e-01 3.045890e-01 2.211738e-01 7.925461e+01 4.070932e+01 2.099940e+01 
6.361143e-01 3.453661e-01 2.416003e-01 8.279118e+01 4.069493e+01 1.979540e+01 
7.201897e-01 3.856836e-01 2.606664e-01 8.514269e+01 3.979790e+01 1.829426e+01 
8.059286e-01 4.246942e-01 2.781233e-01 8.608221e+01 3.810032e+01 1.659447e+01 
8.918199e-01 4.616649e-01 2.938223e-01 8.542201e+01 3.574668e+01 1.479473e+01 
9.762033e-01 4.960312e-01 3.077108e-01 8.305835e+01 3.292501e+01 1.298807e+01 
1.057374e+00 5.274281e-01 3.198216e-01 7.901270e+01 2.984208e+01 1.125164e+01 
1.133723e+00 5.556945e-01 3.302572e-01 7.345596e+01 2.669466e+01 9.646449e+00 
1.203887e+00 5.808514e-01 3.391734e-01 6.670672e+01 2.364699e+01 8.219339e+00 
1.266885e+00 6.030627e-01 3.467665e-01 5.920296e+01 2.082016e+01 7.005163e+00 
1.322212e+00 6.225920e-01 3.532642e-01 5.145503e+01 1.829311e+01 6.032465e+00 
1.369890e+00 6.397649e-01 3.589205e-01 4.399191e+01 1.611357e+01 5.326542e+00 
