0.000000e+00 0.000000e+00 1.500000e-01 0.000000e+00 
-1.502072e-04 -2.678582e-02 1.500000e-01 9.636934e-07 
-4.886713e-04 -3.924381e-02 1.500000e-01 7.273514e-06 
-9.110077e-04 -4.436737e-02 1.500002e-01 2.320412e-05 
-1.363552e-03 -4.569424e-02 1.500005e-01 5.208642e-05 
-1.818298e-03 -4.501349e-02 1.500013e-01 9.650716e-05 
-2.260204e-03 -4.323025e-02 1.500025e-01 1.584658e-04 
-2.680780e-03 -4.080238e-02 1.500045e-01 2.394977e-04 
-3.074866e-03 -3.796012e-02 1.500074e-01 3.407725e-04 
-3.438985e-03 -3.481846e-02 1.500114e-01 4.631725e-04 
-3.770455e-03 -3.143762e-02 1.500167e-01 6.073455e-04 
-4.067032e-03 -2.784737e-02 1.500236e-01 7.737587e-04 
-4.326737e-03 -2.405920e-02 1.500323e-01 9.627430e-04 
-4.547606e-03 -2.008324e-02 1.500429e-01 1.174500e-03 
-4.727779e-03 -1.592246e-02 1.500558e-01 1.409148e-03 
-4.865436e-03 -1.157682e-02 1.500712e-01 1.666734e-03 
-4.958723e-03 -7.048964e-03 1.500893e-01 1.947238e-03 
-5.005813e-03 -2.339495e-03 1.501102e-01 2.250594e-03 
-5.004901e-03 2.551900e-03 1.501343e-01 2.576700e-03 
-4.954169e-03 7.624607e-03 1.501618e-01 2.925419e-03 
-4.851808e-03 1.287804e-02 1.501929e-01 3.296588e-03 
-4.696014e-03 1.831132e-02 1.502278e-01 3.690019e-03 
-4.484984e-03 2.392315e-02 1.502668e-01 4.105506e-03 
-4.216941e-03 2.971334e-02 1.503100e-01 4.542830e-03 
-3.890125e-03 3.568193e-02 1.503577e-01 5.001755e-03 
-3.502728e-03 4.182489e-02 1.504101e-01 5.482026e-03 
-3.053021e-03 4.814243e-02 1.504674e-01 5.983386e-03 
-2.539301e-03 5.463560e-02 1.505299e-01 6.505571e-03 
-1.959754e-03 6.129679e-02 1.505976e-01 7.048284e-03 
-1.312763e-03 6.813044e-02 1.506709e-01 7.611252e-03 
-5.966002e-04 7.513231e-02 1.507499e-01 8.194169e-03 
1.904481e-04 8.229753e-02 1.508348e-01 8.796725e-03 
1.049913e-03 8.963236e-02 1.509259e-01 9.418626e-03 
1.983606e-03 9.712235e-02 1.510233e-01 1.005952e-02 
2.992939e-03 1.047788e-01 1.511272e-01 1.071911e-02 
4.079674e-03 1.125873e-01 1.512377e-01 1.139704e-02 
5.245245e-03 1.205541e-01 1.513552e-01 1.209299e-02 
6.491250e-03 1.286725e-01 1.514796e-01 1.280659e-02 
7.819212e-03 1.369390e-01 1.516114e-01 1.353750e-02 
9.230530e-03 1.453566e-01 1.517505e-01 1.428536e-02 
1.072682e-02 1.539120e-01 1.518971e-01 1.504979e-02 
1.230928e-02 1.626171e-01 1.520515e-01 1.583045e-02 
