-1.930898e-19 -1.239397e-03 3.272598e-05 1.206671e-03 -2.406903e-19 -4.181535e-18 -1.930898e-17 -1.239397e-01 3.272598e-03 1.206671e-01 -2.406903e-17 -4.181535e-16 
-1.146806e-19 -2.476778e-03 6.125098e-05 2.403252e-03 -6.093303e-20 1.227564e-05 7.840924e-18 -1.237382e-01 2.852499e-03 1.196581e-01 1.797572e-17 1.227564e-03 
-7.047578e-19 -3.712143e-03 8.556660e-05 3.589750e-03 -6.909791e-19 3.682620e-05 -5.900772e-17 -1.235364e-01 2.431562e-03 1.186498e-01 -6.300461e-17 2.455056e-03 
-1.144082e-18 -4.945487e-03 1.056648e-04 4.766171e-03 -1.610716e-18 7.365111e-05 -4.393243e-17 -1.233344e-01 2.009820e-03 1.176421e-01 -9.197373e-17 3.682491e-03 
-1.292544e-18 -6.176810e-03 1.215379e-04 5.932522e-03 -2.261594e-18 1.227500e-04 -1.484616e-17 -1.231323e-01 1.587305e-03 1.166351e-01 -6.508776e-17 4.909884e-03 
-9.984652e-19 -7.406109e-03 1.331784e-04 7.088808e-03 -2.420127e-18 1.841225e-04 2.940785e-17 -1.229299e-01 1.164050e-03 1.156286e-01 -1.585329e-17 6.137252e-03 
-3.799828e-19 -8.633383e-03 1.405792e-04 8.235035e-03 -2.446163e-18 2.577686e-04 6.184824e-17 -1.227274e-01 7.400864e-04 1.146227e-01 -2.603641e-18 7.364610e-03 
5.022978e-19 -9.858630e-03 1.437337e-04 9.371208e-03 -2.129278e-18 3.436883e-04 8.822806e-17 -1.225247e-01 3.154484e-04 1.136173e-01 3.168852e-17 8.591972e-03 
2.417628e-19 -1.108185e-02 1.426354e-04 1.049733e-02 -2.148906e-18 4.418818e-04 -2.605350e-17 -1.223218e-01 -1.098314e-04 1.126123e-01 -1.962806e-18 9.819354e-03 
2.252792e-19 -1.230304e-02 1.372782e-04 1.161341e-02 -2.122231e-18 5.523495e-04 -1.648356e-18 -1.221188e-01 -5.357199e-04 1.116077e-01 2.667472e-18 1.104677e-02 
1.564582e-19 -1.352219e-02 1.276564e-04 1.271944e-02 -2.148649e-18 6.750919e-04 -6.882102e-18 -1.219156e-01 -9.621836e-04 1.106036e-01 -2.641800e-18 1.227423e-02 
-1.082175e-19 -1.473932e-02 1.137645e-04 1.381544e-02 -2.390989e-18 8.101095e-04 -2.646757e-17 -1.217123e-01 -1.389189e-03 1.095998e-01 -2.423394e-17 1.350176e-02 
2.328741e-19 -1.595440e-02 9.559743e-05 1.490140e-02 -2.276133e-18 9.574032e-04 3.410916e-17 -1.215089e-01 -1.816703e-03 1.085962e-01 1.148560e-17 1.472937e-02 
2.713435e-19 -1.716746e-02 7.315053e-05 1.597733e-02 -2.586943e-18 1.116974e-03 3.846940e-18 -1.213054e-01 -2.244691e-03 1.075930e-01 -3.108103e-17 1.595706e-02 
9.404228e-20 -1.837848e-02 4.641933e-05 1.704323e-02 -2.876951e-18 1.288823e-03 -1.773012e-17 -1.211018e-01 -2.673119e-03 1.065900e-01 -2.900076e-17 1.718487e-02 
6.241629e-20 -1.958746e-02 1.539979e-05 1.809911e-02 -3.196992e-18 1.472950e-03 -3.162600e-18 -1.208981e-01 -3.101954e-03 1.055872e-01 -3.200412e-17 1.841279e-02 
-9.687597e-20 -2.079440e-02 -1.991182e-05 1.914495e-02 -3.132502e-18 1.669359e-03 -1.592923e-17 -1.206943e-01 -3.531161e-03 1.045846e-01 6.448994e-18 1.964084e-02 
3.246907e-19 -2.199930e-02 -5.951888e-05 2.018077e-02 -3.336586e-18 1.878049e-03 4.215667e-17 -1.204904e-01 -3.960706e-03 1.035821e-01 -2.040840e-17 2.086903e-02 
5.143994e-19 -2.320217e-02 -1.034244e-04 2.120657e-02 -3.383642e-18 2.099023e-03 1.897087e-17 -1.202865e-01 -4.390554e-03 1.025797e-01 -4.705572e-18 2.209738e-02 
1.511170e-18 -2.440299e-02 -1.516311e-04 2.222234e-02 -2.311806e-18 2.332282e-03 9.967708e-17 -1.200826e-01 -4.820670e-03 1.015774e-01 1.071836e-16 2.332591e-02 
1.508702e-18 -2.560178e-02 -2.041413e-04 2.322809e-02 -2.222345e-18 2.577828e-03 -2.468169e-19 -1.198786e-01 -5.251020e-03 1.005750e-01 8.946100e-18 2.455461e-02 
1.479913e-18 -2.679853e-02 -2.609570e-04 2.422382e-02 -2.599315e-18 2.835663e-03 -2.878868e-18 -1.196746e-01 -5.681569e-03 9.957268e-02 -3.769700e-17 2.578351e-02 
1.625337e-18 -2.799323e-02 -3.220798e-04 2.520952e-02 -2.494426e-18 3.105789e-03 1.454235e-17 -1.194706e-01 -6.112282e-03 9.857028e-02 1.048889e-17 2.701262e-02 
1.636500e-18 -2.918590e-02 -3.875111e-04 2.618520e-02 -2.739701e-18 3.388209e-03 1.116306e-18 -1.192666e-01 -6.543122e-03 9.756780e-02 -2.452744e-17 2.824195e-02 
2.065648e-18 -3.037653e-02 -4.572516e-04 2.715085e-02 -2.846809e-18 3.682924e-03 4.291479e-17 -1.190626e-01 -6.974056e-03 9.656519e-02 -1.071085e-17 2.947150e-02 
2.125069e-18 -3.156511e-02 -5.313021e-04 2.810648e-02 -3.020931e-18 3.989937e-03 5.942155e-18 -1.188587e-01 -7.405048e-03 9.556243e-02 -1.741220e-17 3.070130e-02 
1.925831e-18 -3.275166e-02 -6.096627e-04 2.905207e-02 -3.401894e-18 4.309250e-03 -1.992386e-17 -1.186548e-01 -7.836061e-03 9.455947e-02 -3.809623e-17 3.193135e-02 
2.073016e-18 -3.393617e-02 -6.923333e-04 2.998764e-02 -3.238806e-18 4.640867e-03 1.471848e-17 -1.184509e-01 -8.267060e-03 9.355629e-02 1.630873e-17 3.316166e-02 
2.182216e-18 -3.511864e-02 -7.793134e-04 3.091316e-02 -3.246244e-18 4.984789e-03 1.092003e-17 -1.182471e-01 -8.698009e-03 9.255284e-02 -7.437722e-19 3.439224e-02 
2.191779e-18 -3.629907e-02 -8.706021e-04 3.182865e-02 -3.277288e-18 5.341020e-03 9.562821e-19 -1.180433e-01 -9.128872e-03 9.154910e-02 -3.104455e-18 3.562311e-02 
2.798851e-18 -3.747747e-02 -9.661982e-04 3.273411e-02 -3.053619e-18 5.709563e-03 6.070729e-17 -1.178397e-01 -9.559612e-03 9.054503e-02 2.236700e-17 3.685428e-02 
3.331780e-18 -3.865383e-02 -1.066100e-03 3.362951e-02 -2.768390e-18 6.090421e-03 5.329284e-17 -1.176361e-01 -9.990195e-03 8.954059e-02 2.852285e-17 3.808574e-02 
3.529277e-18 -3.982816e-02 -1.170306e-03 3.451487e-02 -2.665844e-18 6.483596e-03 1.974974e-17 -1.174327e-01 -1.042058e-02 8.853576e-02 1.025460e-17 3.931753e-02 
3.464617e-18 -4.100045e-02 -1.278813e-03 3.539017e-02 -2.623814e-18 6.889092e-03 -6.466034e-18 -1.172294e-01 -1.085074e-02 8.753049e-02 4.202962e-18 4.054963e-02 
3.794445e-18 -4.217071e-02 -1.391620e-03 3.625542e-02 -2.167606e-18 7.306913e-03 3.298284e-17 -1.170262e-01 -1.128062e-02 8.652475e-02 4.562083e-17 4.178207e-02 
4.159248e-18 -4.333895e-02 -1.508722e-03 3.711061e-02 -2.011426e-18 7.737061e-03 3.648024e-17 -1.168232e-01 -1.171021e-02 8.551852e-02 1.561798e-17 4.301485e-02 
4.275453e-18 -4.450515e-02 -1.630116e-03 3.795572e-02 -1.881268e-18 8.179541e-03 1.162052e-17 -1.166203e-01 -1.213945e-02 8.451175e-02 1.301581e-17 4.424798e-02 
4.210617e-18 -4.566932e-02 -1.755799e-03 3.879077e-02 -1.948796e-18 8.634356e-03 -6.483582e-18 -1.164176e-01 -1.256831e-02 8.350442e-02 -6.752797e-18 4.548146e-02 
4.232109e-18 -4.683148e-02 -1.885767e-03 3.961573e-02 -1.886150e-18 9.101509e-03 2.149140e-18 -1.162150e-01 -1.299675e-02 8.249648e-02 6.264623e-18 4.671532e-02 
4.307167e-18 -4.799160e-02 -2.020014e-03 4.043061e-02 -2.005044e-18 9.581004e-03 7.505841e-18 -1.160127e-01 -1.342474e-02 8.148792e-02 -1.188935e-17 4.794955e-02 
3.834728e-18 -4.914971e-02 -2.158537e-03 4.123540e-02 -2.680288e-18 1.007285e-02 -4.724386e-17 -1.158106e-01 -1.385224e-02 8.047869e-02 -6.752443e-17 4.918416e-02 
3.696888e-18 -5.030580e-02 -2.301329e-03 4.203009e-02 -3.057443e-18 1.057704e-02 -1.378408e-17 -1.156087e-01 -1.427922e-02 7.946876e-02 -3.771555e-17 5.041916e-02 
3.903923e-18 -5.145987e-02 -2.448385e-03 4.281467e-02 -3.272646e-18 1.109358e-02 2.070356e-17 -1.154070e-01 -1.470562e-02 7.845811e-02 -2.152024e-17 5.165455e-02 
3.401181e-18 -5.261192e-02 -2.599699e-03 4.358913e-02 -4.459565e-18 1.162249e-02 -5.027422e-17 -1.152056e-01 -1.513143e-02 7.744669e-02 -1.186919e-16 5.289035e-02 
1.310698e-18 -5.376197e-02 -2.755265e-03 4.435348e-02 -9.504734e-18 1.216375e-02 -2.090484e-16 -1.150045e-01 -1.555659e-02 7.643449e-02 -5.045169e-16 5.412656e-02 
